Image,x1,y1,x2,y2,ClassNo,Test,Class,Make,Model,Type,Year,img_h,img_w,channels
002825.jpg,7,174,967,689,35,0,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,750,1000,3
002826.jpg,200,239,1134,695,35,0,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,960,1280,3
002827.jpg,52,100,450,296,35,0,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,332,500,3
002828.jpg,24,60,382,292,35,0,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,300,400,3
002829.jpg,37,157,561,402,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,480,640,3
002830.jpg,129,472,1966,1075,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,1386,2100,3
002831.jpg,28,88,424,287,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,313,480,3
002832.jpg,25,69,350,233,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,264,396,3
002833.jpg,210,88,753,285,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,335,758,3
002834.jpg,55,37,654,285,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,303,802,3
002835.jpg,65,319,1148,771,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,853,1280,3
002836.jpg,19,78,544,297,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,332,550,3
002837.jpg,38,56,349,232,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,282,376,3
002838.jpg,35,168,462,303,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,320,480,3
002839.jpg,158,87,859,589,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002840.jpg,99,210,915,531,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002841.jpg,417,230,1695,1262,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,1386,2100,3
002842.jpg,143,368,1966,1079,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,1386,2100,3
002843.jpg,47,88,603,388,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,425,640,3
002844.jpg,87,42,435,339,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,413,550,3
002845.jpg,90,177,659,425,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,511,768,3
002846.jpg,22,24,511,342,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,375,560,3
002847.jpg,125,246,709,545,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,590,800,3
002848.jpg,3,1,291,209,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,209,292,3
002849.jpg,11,53,387,253,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,300,399,3
002850.jpg,32,35,413,256,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,285,450,3
002851.jpg,74,132,379,299,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,375,500,3
002852.jpg,93,235,919,592,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002853.jpg,89,28,491,293,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,318,520,3
002854.jpg,128,151,913,679,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002855.jpg,84,120,788,617,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002856.jpg,25,105,618,417,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,480,640,3
002857.jpg,19,36,618,470,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,480,640,3
002858.jpg,20,33,1268,600,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,610,1280,3
002859.jpg,83,114,1201,843,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,960,1280,3
002860.jpg,63,203,1218,575,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,851,1280,3
002861.jpg,21,77,387,273,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,300,400,3
002862.jpg,29,105,514,257,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,303,528,3
002863.jpg,82,243,940,579,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002864.jpg,159,90,606,372,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,480,720,3
002865.jpg,224,260,896,637,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1024,3
002866.jpg,48,119,457,357,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,416,625,3
002867.jpg,25,18,298,218,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,240,320,3
002868.jpg,133,193,1045,665,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,768,1168,3
002869.jpg,162,407,1930,1257,35,1,BMW M5 Sedan 2010,BMW,M5,Sedan,2010,1575,2100,3
002870.jpg,4,98,496,322,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,363,500,3
002871.jpg,106,27,933,440,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,448,1024,3
002872.jpg,85,86,672,442,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,495,750,3
002873.jpg,212,538,1893,1131,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1386,2100,3
002874.jpg,13,37,433,200,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,221,441,3
002875.jpg,33,142,612,396,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,440,640,3
002876.jpg,31,121,476,315,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,375,500,3
002877.jpg,27,349,760,564,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,600,800,3
002878.jpg,41,358,696,654,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,768,1024,3
002879.jpg,35,34,419,297,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,300,454,3
002880.jpg,50,254,700,491,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,500,700,3
002881.jpg,26,133,618,347,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002882.jpg,40,84,959,700,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,750,1000,3
002883.jpg,34,36,622,305,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,337,652,3
002884.jpg,9,198,777,514,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,600,800,3
002885.jpg,53,142,385,250,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,326,434,3
002886.jpg,37,188,1273,836,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1024,1280,3
002887.jpg,113,93,390,273,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,300,500,3
002888.jpg,27,65,490,220,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,221,500,3
002889.jpg,15,74,439,289,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,360,450,3
002890.jpg,5,42,636,473,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002891.jpg,232,318,803,510,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,634,1024,3
002892.jpg,213,209,1193,685,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,944,1417,3
002893.jpg,129,256,729,498,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,600,800,3
002894.jpg,3,49,998,772,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,773,1000,3
002895.jpg,5,21,404,251,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,272,408,3
002896.jpg,39,91,380,234,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,266,400,3
002897.jpg,60,411,1495,992,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1071,1600,3
002898.jpg,31,86,456,410,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,500,500,3
002899.jpg,1,143,636,343,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,358,636,3
002900.jpg,27,147,1240,836,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1024,1280,3
002901.jpg,1,8,852,525,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,536,868,3
002902.jpg,69,206,769,511,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,636,1000,3
002903.jpg,77,71,386,237,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,281,500,3
002904.jpg,542,749,3860,2657,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,2848,4288,3
002905.jpg,16,119,410,244,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,360,424,3
002906.jpg,155,651,1970,1328,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1575,2100,3
002907.jpg,49,129,458,334,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,369,500,3
002908.jpg,45,54,547,299,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,396,555,3
002909.jpg,10,8,596,312,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,406,600,3
002910.jpg,48,68,488,273,36,0,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,301,500,3
002911.jpg,28,147,923,744,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,768,1024,3
002912.jpg,17,70,420,255,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,326,434,3
002913.jpg,128,437,919,686,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,768,1024,3
002914.jpg,31,75,411,250,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,301,450,3
002915.jpg,53,127,478,282,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,322,540,3
002916.jpg,3,12,495,317,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,320,495,3
002917.jpg,30,95,368,207,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,300,400,3
002918.jpg,155,602,3736,2183,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,2203,3966,3
002919.jpg,75,213,634,469,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,600,800,3
002920.jpg,41,188,602,357,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002921.jpg,50,84,739,287,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,303,802,3
002922.jpg,26,62,444,289,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,291,450,3
002923.jpg,30,24,2179,1100,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1174,2179,3
002924.jpg,388,508,1300,1129,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1200,1600,3
002925.jpg,56,157,625,401,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002926.jpg,78,120,754,517,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,600,800,3
002927.jpg,44,78,2207,1116,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1236,2244,3
002928.jpg,41,150,602,331,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002929.jpg,20,57,996,748,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,768,1024,3
002930.jpg,37,6,588,467,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002931.jpg,4,93,426,265,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,280,433,3
002932.jpg,29,197,397,416,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002933.jpg,48,78,750,321,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,353,800,3
002934.jpg,75,115,675,455,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,495,750,3
002935.jpg,30,37,706,464,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,499,750,3
002936.jpg,48,19,514,259,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,300,560,3
002937.jpg,171,318,1184,679,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,782,1280,3
002938.jpg,229,284,1205,943,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,952,1280,3
002939.jpg,135,92,569,302,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,349,655,3
002940.jpg,18,146,466,325,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,369,500,3
002941.jpg,104,171,826,601,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,652,1024,3
002942.jpg,98,71,408,254,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,333,500,3
002943.jpg,352,367,1222,810,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1024,1280,3
002944.jpg,51,99,988,592,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,768,1024,3
002945.jpg,33,92,614,348,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,480,640,3
002946.jpg,37,129,1250,836,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1024,1280,3
002947.jpg,28,142,1450,1006,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1200,1600,3
002948.jpg,149,395,819,704,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,768,1024,3
002949.jpg,34,332,1060,723,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,770,1100,3
002950.jpg,160,181,590,417,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,540,720,3
002951.jpg,65,126,1227,856,36,1,BMW M6 Convertible 2010,BMW,M6,Convertible,2010,1024,1280,3
002952.jpg,89,358,738,766,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,853,1280,3
002953.jpg,22,13,292,188,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,212,300,3
002954.jpg,4,37,319,217,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,255,320,3
002955.jpg,71,83,266,174,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,187,300,3
002956.jpg,51,151,732,430,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,552,794,3
002957.jpg,310,167,602,372,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,469,750,3
002958.jpg,32,60,626,410,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,480,640,3
002959.jpg,39,188,332,342,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,366,550,3
002960.jpg,9,87,490,357,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,368,490,3
002961.jpg,80,110,980,677,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,768,1024,3
002962.jpg,14,28,290,215,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,224,300,3
002963.jpg,64,110,575,359,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,420,640,3
002964.jpg,113,54,634,470,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,500,750,3
002965.jpg,16,17,485,248,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,255,500,3
002966.jpg,27,5,239,182,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,194,259,3
002967.jpg,42,47,292,192,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,213,320,3
002968.jpg,56,63,367,245,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,270,640,3
002969.jpg,13,29,239,174,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,194,259,3
002970.jpg,44,125,668,483,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,533,800,3
002971.jpg,20,81,1012,638,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,683,1024,3
002972.jpg,14,270,1593,895,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,1067,1600,3
002973.jpg,201,77,634,294,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,327,752,3
002974.jpg,21,45,241,157,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,194,259,3
002975.jpg,27,60,486,364,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,383,510,3
002976.jpg,78,134,1189,772,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,807,1280,3
002977.jpg,66,46,545,426,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,466,640,3
002978.jpg,16,9,618,414,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,420,630,3
002979.jpg,232,295,947,636,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,683,1024,3
002980.jpg,20,43,461,329,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,360,480,3
002981.jpg,187,113,604,443,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,492,786,3
002982.jpg,33,105,410,284,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,317,450,3
002983.jpg,82,177,969,659,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,739,1024,3
002984.jpg,190,780,3349,1956,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,2362,3543,3
002985.jpg,56,100,449,346,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,375,500,3
002986.jpg,79,64,281,190,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,199,300,3
002987.jpg,57,155,589,426,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,475,625,3
002988.jpg,15,122,390,281,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,300,400,3
002989.jpg,13,123,594,354,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,361,600,3
002990.jpg,13,62,288,175,37,0,BMW X3 SUV 2012,BMW,X3,SUV,2012,199,300,3
002991.jpg,89,36,530,361,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,404,607,3
002992.jpg,78,134,555,375,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,426,640,3
002993.jpg,23,21,1224,807,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,810,1242,3
002994.jpg,133,117,620,393,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,403,960,3
002995.jpg,65,121,378,364,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,400,600,3
002996.jpg,78,44,517,409,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,446,590,3
002997.jpg,24,20,291,194,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,199,300,3
002998.jpg,21,69,286,214,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,225,300,3
002999.jpg,206,493,1173,900,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,1024,1280,3
003000.jpg,19,53,557,357,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,390,570,3
003001.jpg,28,116,440,339,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,360,480,3
003002.jpg,24,91,618,391,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,480,640,3
003003.jpg,9,12,293,180,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,199,300,3
003004.jpg,10,8,396,261,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,267,400,3
003005.jpg,52,38,300,192,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,213,320,3
003006.jpg,90,64,567,360,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,414,620,3
003007.jpg,56,77,597,300,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,424,640,3
003008.jpg,39,42,268,195,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,225,300,3
003009.jpg,37,78,602,427,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,480,640,3
003010.jpg,33,112,568,360,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,436,598,3
003011.jpg,26,88,430,294,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,337,450,3
003012.jpg,52,59,279,189,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,199,300,3
003013.jpg,12,22,248,181,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,194,259,3
003014.jpg,111,18,531,264,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,277,640,3
003015.jpg,110,332,930,649,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,739,1024,3
003016.jpg,25,43,588,338,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,400,620,3
003017.jpg,15,42,450,320,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,347,462,3
003018.jpg,70,134,512,366,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,400,600,3
003019.jpg,96,143,463,405,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,427,487,3
003020.jpg,85,280,1125,736,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,853,1280,3
003021.jpg,33,39,258,152,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,174,290,3
003022.jpg,3,150,589,373,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,446,590,3
003023.jpg,213,58,408,217,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,294,445,3
003024.jpg,144,132,657,547,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,600,800,3
003025.jpg,61,300,940,651,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,683,1024,3
003026.jpg,14,110,419,323,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,360,424,3
003027.jpg,37,153,1011,621,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,768,1024,3
003028.jpg,69,118,515,355,37,1,BMW X3 SUV 2012,BMW,X3,SUV,2012,400,600,3
003029.jpg,33,26,221,165,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,194,259,3
003030.jpg,45,55,530,308,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,368,550,3
003031.jpg,8,91,257,189,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,194,260,3
003032.jpg,95,23,686,437,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,469,750,3
003033.jpg,31,87,616,344,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,425,640,3
003034.jpg,2,30,257,168,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,214,285,3
003035.jpg,51,135,1247,736,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,782,1280,3
003036.jpg,90,164,957,613,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,640,1024,3
003037.jpg,37,23,367,194,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,205,400,3
003038.jpg,60,58,536,389,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,446,590,3
003039.jpg,46,76,252,168,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,212,300,3
003040.jpg,43,114,486,253,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,318,520,3
003041.jpg,13,51,588,338,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,400,600,3
003042.jpg,27,63,305,220,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,250,377,3
003043.jpg,34,19,254,159,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,178,283,3
003044.jpg,3,116,475,341,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,360,480,3
003045.jpg,6,15,271,160,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,184,275,3
003046.jpg,28,36,250,143,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,175,288,3
003047.jpg,20,95,615,450,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,480,640,3
003048.jpg,197,105,1059,726,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,782,1280,3
003049.jpg,68,116,543,371,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,466,625,3
003050.jpg,55,72,410,239,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,252,450,3
003051.jpg,67,31,212,147,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,183,275,3
003052.jpg,50,83,394,268,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,294,450,3
003053.jpg,185,132,1015,677,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,768,1024,3
003054.jpg,220,193,537,364,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,439,659,3
003055.jpg,25,50,239,159,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,194,259,3
003056.jpg,139,130,467,275,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,355,569,3
003057.jpg,27,93,620,350,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,425,640,3
003058.jpg,80,100,401,371,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,416,625,3
003059.jpg,152,115,469,227,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,297,507,3
003060.jpg,48,55,744,559,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,600,800,3
003061.jpg,44,117,378,242,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,281,420,3
003062.jpg,62,91,419,213,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,250,450,3
003063.jpg,31,98,380,226,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,272,460,3
003064.jpg,15,52,262,173,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,183,275,3
003065.jpg,128,101,347,195,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,333,500,3
003066.jpg,31,105,250,205,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,216,300,3
003067.jpg,252,169,1049,729,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,782,1280,3
003068.jpg,103,289,1049,584,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,782,1280,3
003069.jpg,17,42,258,145,38,0,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,183,300,3
003070.jpg,31,87,194,167,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,194,259,3
003071.jpg,33,41,257,165,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,183,275,3
003072.jpg,23,40,248,163,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,194,260,3
003073.jpg,214,340,1369,1000,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,1200,1600,3
003074.jpg,52,36,323,176,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,207,400,3
003075.jpg,38,19,223,158,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,194,259,3
003076.jpg,17,21,524,336,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,352,545,3
003077.jpg,35,89,230,174,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,199,300,3
003078.jpg,19,10,609,324,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,340,627,3
003079.jpg,127,1,491,393,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,433,655,3
003080.jpg,145,305,1052,651,38,1,BMW Z4 Convertible 2012,BMW,Z4,Convertible,2012,900,1280,3
